county,rep_unit,total,rep,dem,year,office
IOWA,TOWN OF BRIGHAM WARDS 1-2,586,199,371,2018,governor
IOWA,TOWN OF CLYDE WARD 1,182,66,115,2018,governor
IOWA,TOWN OF DODGEVILLE WARDS 1-4,912,368,533,2018,governor
IOWA,TOWN OF EDEN WARD 1,190,98,89,2018,governor
IOWA,TOWN OF HIGHLAND WARDS 1-2,348,169,172,2018,governor
IOWA,TOWN OF LINDEN WARDS 1-3,337,187,143,2018,governor
IOWA,TOWN OF MIFFLIN WARDS 1-2,227,120,107,2018,governor
IOWA,TOWN OF MINERAL POINT WARDS 1-2,479,263,212,2018,governor
IOWA,TOWN OF MOSCOW WARDS 1-2,313,123,187,2018,governor
IOWA,TOWN OF PULASKI WARD 1,139,78,59,2018,governor
IOWA,TOWN OF RIDGEWAY WARDS 1-2,332,120,204,2018,governor
IOWA,TOWN OF WALDWICK WARDS 1-2,244,99,140,2018,governor
IOWA,TOWN OF WYOMING WARDS 1-2,219,65,150,2018,governor
IOWA,VILLAGE OF ARENA WARD 1,363,125,231,2018,governor
IOWA,VILLAGE OF AVOCA WARD 1,193,76,111,2018,governor
IOWA,VILLAGE OF BARNEVELD WARDS 1-2,580,207,366,2018,governor
IOWA,VILLAGE OF BLANCHARDVILLE WARD 2,82,27,53,2018,governor
IOWA,VILLAGE OF COBB WARD 1,218,80,133,2018,governor
IOWA,VILLAGE OF HIGHLAND WARD 1,332,141,184,2018,governor
IOWA,VILLAGE OF HOLLANDALE WARD 1,131,30,100,2018,governor
IOWA,VILLAGE OF LINDEN WARD 1,193,70,117,2018,governor
IOWA,VILLAGE OF LIVINGSTON WARD 2,2,2,0,2018,governor
IOWA,VILLAGE OF MONTFORT WARD 2,46,19,25,2018,governor
IOWA,VILLAGE OF MUSCODA WARD 3,13,8,5,2018,governor
IOWA,VILLAGE OF REWEY WARD 1,88,34,51,2018,governor
IOWA,VILLAGE OF RIDGEWAY WARD 1,263,99,156,2018,governor
IOWA,CITY OF DODGEVILLE WARDS 1-10,2116,742,1324,2018,governor
IOWA,CITY OF MINERAL POINT WARDS 1-6,1295,387,887,2018,governor
IRON,TOWN OF ANDERSON WARD 1,36,17,18,2018,governor
IRON,TOWN OF CAREY WARD 1,81,57,23,2018,governor
IRON,TOWN OF GURNEY WARD 1,78,43,34,2018,governor
IRON,TOWN OF KIMBALL WARD 1,265,136,124,2018,governor
IRON,TOWN OF KNIGHT WARD 1,83,40,42,2018,governor
IRON,TOWN OF MERCER WARDS 1-4,933,605,316,2018,governor
IRON,TOWN OF OMA WARD 1,212,132,80,2018,governor
IRON,TOWN OF PENCE WARD 1,88,42,44,2018,governor
IRON,TOWN OF SAXON WARD 1,170,105,63,2018,governor
IRON,TOWN OF SHERMAN WARD 1,199,126,71,2018,governor
IRON,CITY OF HURLEY WARD 1,173,87,85,2018,governor
IRON,CITY OF HURLEY WARD 2,165,86,77,2018,governor
IRON,CITY OF HURLEY WARD 3,104,58,43,2018,governor
IRON,CITY OF HURLEY WARD 4,149,72,73,2018,governor
IRON,CITY OF MONTREAL WARDS 1-2,356,179,171,2018,governor
JACKSON,TOWN OF ADAMS WARDS 1-3,711,380,317,2018,governor
JACKSON,TOWN OF ALBION WARDS 1-4,576,301,265,2018,governor
JACKSON,"TOWN OF ALMA WARDS 1,4",111,68,41,2018,governor
JACKSON,"TOWN OF ALMA WARDS 2-3,5",290,172,112,2018,governor
JACKSON,TOWN OF BEAR BLUFF WARD 1,71,63,7,2018,governor
JACKSON,TOWN OF BROCKWAY WARDS 1-6,683,257,413,2018,governor
JACKSON,TOWN OF CITY POINT WARD 1,78,44,32,2018,governor
JACKSON,TOWN OF CLEVELAND WARD 1,221,130,89,2018,governor
JACKSON,TOWN OF CURRAN WARD 1,134,65,66,2018,governor
JACKSON,TOWN OF FRANKLIN WARD 1,147,71,75,2018,governor
JACKSON,TOWN OF GARDEN VALLEY WARD 1,202,135,64,2018,governor
JACKSON,TOWN OF GARFIELD WARD 1,292,184,104,2018,governor
JACKSON,TOWN OF HIXTON WARDS 1-2,254,155,98,2018,governor
JACKSON,TOWN OF IRVING WARDS 1-3,317,156,153,2018,governor
JACKSON,TOWN OF KNAPP WARD 1,166,121,41,2018,governor
JACKSON,TOWN OF KOMENSKY WARD 1,132,24,105,2018,governor
JACKSON,TOWN OF MANCHESTER WARD 1,345,200,132,2018,governor
JACKSON,TOWN OF MELROSE WARD 1,183,119,61,2018,governor
JACKSON,TOWN OF MILLSTON WARD 1,88,51,36,2018,governor
JACKSON,TOWN OF NORTH BEND WARD 1,226,124,100,2018,governor
JACKSON,TOWN OF NORTHFIELD WARD 1,289,167,114,2018,governor
JACKSON,TOWN OF SPRINGFIELD WARD 1,198,104,91,2018,governor
JACKSON,VILLAGE OF ALMA CENTER WARD 1,185,78,103,2018,governor
JACKSON,VILLAGE OF HIXTON WARD 1,173,87,80,2018,governor
JACKSON,VILLAGE OF MELROSE WARD 1,222,120,97,2018,governor
JACKSON,VILLAGE OF MERRILLAN WARD 1,194,90,95,2018,governor
JACKSON,VILLAGE OF TAYLOR WARD 1,139,74,61,2018,governor
JACKSON,CITY OF BLACK RIVER FALLS WARD 1,448,196,239,2018,governor
JACKSON,CITY OF BLACK RIVER FALLS WARD 2,330,127,195,2018,governor
JACKSON,CITY OF BLACK RIVER FALLS WARD 3,240,79,153,2018,governor
JACKSON,CITY OF BLACK RIVER FALLS WARD 4,371,187,174,2018,governor
JEFFERSON,TOWN OF AZTALAN WARDS 1-2,725,402,313,2018,governor
JEFFERSON,TOWN OF COLD SPRING WARD 1,414,258,151,2018,governor
JEFFERSON,TOWN OF CONCORD WARDS 1-3,1106,773,322,2018,governor
JEFFERSON,TOWN OF FARMINGTON WARDS 1-2,802,564,227,2018,governor
JEFFERSON,TOWN OF HEBRON WARDS 1-2,562,365,182,2018,governor
JEFFERSON,TOWN OF IXONIA WARDS 1-6,2530,1865,625,2018,governor
JEFFERSON,TOWN OF JEFFERSON WARDS 1-3,1046,649,382,2018,governor
JEFFERSON,"TOWN OF KOSHKONONG WARDS 1,6",206,126,78,2018,governor
JEFFERSON,TOWN OF KOSHKONONG WARDS 2-5,1623,952,651,2018,governor
JEFFERSON,TOWN OF LAKE MILLS WARDS 1-3,1207,598,589,2018,governor
JEFFERSON,TOWN OF MILFORD WARDS 1-2,588,347,228,2018,governor
JEFFERSON,TOWN OF OAKLAND WARDS 1-4,1810,837,950,2018,governor
JEFFERSON,TOWN OF PALMYRA WARDS 1-2,703,496,202,2018,governor
JEFFERSON,TOWN OF SULLIVAN WARDS 1-3,1216,847,350,2018,governor
JEFFERSON,TOWN OF SUMNER WARD 1,485,270,206,2018,governor
JEFFERSON,TOWN OF WATERLOO WARD 1,489,296,187,2018,governor
JEFFERSON,TOWN OF WATERTOWN WARDS 1-2,1014,728,273,2018,governor
JEFFERSON,VILLAGE OF CAMBRIDGE WARD 1,39,11,27,2018,governor
JEFFERSON,VILLAGE OF JOHNSON CREEK WARDS 1-3,1373,792,559,2018,governor
JEFFERSON,VILLAGE OF LAC LA BELLE WARD 2,0,0,0,2018,governor
JEFFERSON,VILLAGE OF PALMYRA WARDS 1-2,769,507,248,2018,governor
JEFFERSON,VILLAGE OF SULLIVAN WARD 1,342,223,107,2018,governor
JEFFERSON,CITY OF FORT ATKINSON WARDS 1-2,1348,582,744,2018,governor
JEFFERSON,CITY OF FORT ATKINSON WARDS 3-4,1159,514,625,2018,governor
JEFFERSON,CITY OF FORT ATKINSON WARDS 5-6,923,392,512,2018,governor
JEFFERSON,"CITY OF FORT ATKINSON WARDS 7,9",1106,458,627,2018,governor
JEFFERSON,CITY OF FORT ATKINSON WARD 8,598,284,298,2018,governor
JEFFERSON,CITY OF JEFFERSON WARDS 1-10,3053,1545,1451,2018,governor
JEFFERSON,CITY OF JEFFERSON WARD 11,0,0,0,2018,governor
JEFFERSON,CITY OF LAKE MILLS WARDS 1-8,3097,1332,1690,2018,governor
JEFFERSON,CITY OF WATERLOO WARDS 1-5,1398,680,692,2018,governor
JEFFERSON,CITY OF WATERTOWN WARD 8,320,184,134,2018,governor
JEFFERSON,CITY OF WATERTOWN WARDS 9-10,883,570,293,2018,governor
JEFFERSON,CITY OF WATERTOWN WARDS 11-12,852,523,319,2018,governor
JEFFERSON,CITY OF WATERTOWN WARDS 13-14,1017,625,368,2018,governor
JEFFERSON,CITY OF WATERTOWN WARDS 15-16,1078,619,427,2018,governor
JEFFERSON,CITY OF WATERTOWN WARDS 17-18,1399,930,456,2018,governor
JEFFERSON,CITY OF WATERTOWN WARD 19,0,0,0,2018,governor
JEFFERSON,CITY OF WHITEWATER WARDS 10-11,469,179,279,2018,governor
JEFFERSON,CITY OF WHITEWATER WARD 12,408,152,246,2018,governor
JUNEAU,TOWN OF ARMENIA WARD 1,328,200,121,2018,governor
JUNEAU,TOWN OF CLEARFIELD WARD 1,284,168,114,2018,governor
JUNEAU,TOWN OF CLEARFIELD WARD 2,67,39,24,2018,governor
JUNEAU,TOWN OF CUTLER WARD 1,165,109,52,2018,governor
JUNEAU,TOWN OF FINLEY WARD 1,60,37,21,2018,governor
JUNEAU,TOWN OF FOUNTAIN WARDS 1-2,281,160,116,2018,governor
JUNEAU,"TOWN OF GERMANTOWN WARDS 1,3",374,258,115,2018,governor
JUNEAU,TOWN OF GERMANTOWN WARD 2,353,232,121,2018,governor
JUNEAU,TOWN OF KILDARE WARD 1,273,165,104,2018,governor
JUNEAU,TOWN OF KINGSTON WARD 1,15,14,1,2018,governor
JUNEAU,TOWN OF LEMONWEIR WARDS 1-4,648,380,262,2018,governor
JUNEAU,TOWN OF LINDINA WARD 1,367,184,172,2018,governor
JUNEAU,TOWN OF LISBON WARDS 1-2,391,222,160,2018,governor
JUNEAU,TOWN OF LISBON WARD 3,4,4,0,2018,governor
JUNEAU,TOWN OF LYNDON WARDS 1-3,602,274,313,2018,governor
JUNEAU,TOWN OF MARION WARD 1,196,133,61,2018,governor
JUNEAU,TOWN OF NECEDAH WARDS 1-4,1024,668,333,2018,governor
JUNEAU,TOWN OF ORANGE WARD 1,233,142,88,2018,governor
JUNEAU,TOWN OF PLYMOUTH WARD 1,288,167,119,2018,governor
JUNEAU,TOWN OF SEVEN MILE CREEK WARDS 1-2,151,81,68,2018,governor
JUNEAU,TOWN OF SUMMIT WARD 1,292,177,115,2018,governor
JUNEAU,TOWN OF WONEWOC WARDS 1-2,282,169,112,2018,governor
JUNEAU,VILLAGE OF CAMP DOUGLAS WARD 1,222,116,98,2018,governor
JUNEAU,VILLAGE OF HUSTLER WARD 1,83,33,50,2018,governor
JUNEAU,VILLAGE OF LYNDON STATION WARD 1,166,71,89,2018,governor
JUNEAU,VILLAGE OF NECEDAH WARD 1,326,165,152,2018,governor
JUNEAU,VILLAGE OF UNION CENTER WARD 1,84,47,37,2018,governor
JUNEAU,VILLAGE OF WONEWOC WARD 1,278,156,119,2018,governor
JUNEAU,CITY OF ELROY WARDS 1-7,441,203,231,2018,governor
JUNEAU,CITY OF MAUSTON WARDS 1-7,1330,619,677,2018,governor
JUNEAU,CITY OF NEW LISBON WARDS 1-7,523,296,202,2018,governor
JUNEAU,CITY OF WISCONSIN DELLS WARD 7,0,0,0,2018,governor
KENOSHA,TOWN OF BRIGHTON WARDS 1-4,818,549,253,2018,governor
KENOSHA,TOWN OF PARIS WARDS 1-2,856,559,274,2018,governor
KENOSHA,TOWN OF RANDALL WARDS 1-7,1525,982,501,2018,governor
KENOSHA,TOWN OF SOMERS WARD 1,70,35,32,2018,governor
KENOSHA,TOWN OF SOMERS WARD 2,405,199,191,2018,governor
KENOSHA,TOWN OF WHEATLAND WARDS 1-6,1603,1033,527,2018,governor
KENOSHA,"VILLAGE OF BRISTOL WARDS 1-3,8",1437,927,469,2018,governor
KENOSHA,VILLAGE OF BRISTOL WARDS 4-7,1194,781,385,2018,governor
KENOSHA,VILLAGE OF GENOA CITY WARD 5,0,0,0,2018,governor
KENOSHA,VILLAGE OF PADDOCK LAKE WARDS 1-6,1201,709,454,2018,governor
KENOSHA,VILLAGE OF PLEASANT PRAIRIE WARDS 1-3,2402,1219,1117,2018,governor
KENOSHA,VILLAGE OF PLEASANT PRAIRIE WARDS 4-5,1282,709,539,2018,governor
KENOSHA,VILLAGE OF PLEASANT PRAIRIE WARDS 6-7,1597,733,820,2018,governor
KENOSHA,VILLAGE OF PLEASANT PRAIRIE WARDS 8-11,2434,1409,959,2018,governor
KENOSHA,VILLAGE OF PLEASANT PRAIRIE WARDS 12-14,2403,1257,1092,2018,governor
KENOSHA,"VILLAGE OF SALEM LAKES WARDS 1-5,10",2886,1785,995,2018,governor
KENOSHA,VILLAGE OF SALEM LAKES WARDS 6-9,2091,1255,762,2018,governor
KENOSHA,VILLAGE OF SALEM LAKES WARDS 11-13,986,580,364,2018,governor
KENOSHA,VILLAGE OF SOMERS WARDS 1-4,1417,723,662,2018,governor
KENOSHA,"VILLAGE OF SOMERS WARDS 5-6,9-10",1295,559,706,2018,governor
KENOSHA,VILLAGE OF SOMERS WARDS 7-8,536,228,293,2018,governor
KENOSHA,VILLAGE OF SOMERS WARD 11,315,170,142,2018,governor
KENOSHA,VILLAGE OF SOMERS WARD 12,433,270,160,2018,governor
KENOSHA,VILLAGE OF TWIN LAKES WARDS 1-8,2293,1344,874,2018,governor
KENOSHA,CITY OF KENOSHA WARD 1,445,134,297,2018,governor
KENOSHA,CITY OF KENOSHA WARD 2,411,151,244,2018,governor
KENOSHA,CITY OF KENOSHA WARD 3,284,56,204,2018,governor
KENOSHA,CITY OF KENOSHA WARD 4,690,198,471,2018,governor
KENOSHA,CITY OF KENOSHA WARD 5,402,97,285,2018,governor
KENOSHA,CITY OF KENOSHA WARD 6,427,163,252,2018,governor
KENOSHA,CITY OF KENOSHA WARD 7,261,37,209,2018,governor
KENOSHA,CITY OF KENOSHA WARD 8,831,275,532,2018,governor
KENOSHA,CITY OF KENOSHA WARD 9,339,112,216,2018,governor
KENOSHA,CITY OF KENOSHA WARD 10,278,55,207,2018,governor
KENOSHA,CITY OF KENOSHA WARD 11,324,85,225,2018,governor
KENOSHA,CITY OF KENOSHA WARD 12,519,163,334,2018,governor
KENOSHA,CITY OF KENOSHA WARD 13,628,273,349,2018,governor
KENOSHA,CITY OF KENOSHA WARD 14,567,209,345,2018,governor
KENOSHA,CITY OF KENOSHA WARD 15,814,291,494,2018,governor
KENOSHA,CITY OF KENOSHA WARD 16,342,137,197,2018,governor
KENOSHA,CITY OF KENOSHA WARD 17,157,52,104,2018,governor
KENOSHA,CITY OF KENOSHA WARD 18,563,179,373,2018,governor
KENOSHA,CITY OF KENOSHA WARD 19,230,80,142,2018,governor
KENOSHA,CITY OF KENOSHA WARD 20,557,239,306,2018,governor
KENOSHA,CITY OF KENOSHA WARD 21,249,122,122,2018,governor
KENOSHA,CITY OF KENOSHA WARD 22,1210,510,670,2018,governor
KENOSHA,CITY OF KENOSHA WARD 23,301,104,188,2018,governor
KENOSHA,CITY OF KENOSHA WARD 24,550,176,354,2018,governor
KENOSHA,CITY OF KENOSHA WARD 25,683,239,417,2018,governor
KENOSHA,CITY OF KENOSHA WARD 26,284,78,192,2018,governor
KENOSHA,CITY OF KENOSHA WARD 27,433,108,311,2018,governor
KENOSHA,CITY OF KENOSHA WARD 28,292,83,201,2018,governor
KENOSHA,CITY OF KENOSHA WARD 29,299,70,211,2018,governor
KENOSHA,CITY OF KENOSHA WARD 30,282,69,202,2018,governor
KENOSHA,CITY OF KENOSHA WARD 31,669,194,441,2018,governor
KENOSHA,CITY OF KENOSHA WARD 32,223,43,169,2018,governor
KENOSHA,CITY OF KENOSHA WARD 33,16,0,16,2018,governor
KENOSHA,CITY OF KENOSHA WARD 34,335,134,191,2018,governor
KENOSHA,CITY OF KENOSHA WARD 35,716,224,446,2018,governor
KENOSHA,CITY OF KENOSHA WARD 36,200,43,149,2018,governor
KENOSHA,CITY OF KENOSHA WARD 37,639,198,416,2018,governor
KENOSHA,CITY OF KENOSHA WARD 38,917,347,549,2018,governor
KENOSHA,CITY OF KENOSHA WARD 39,524,207,303,2018,governor
KENOSHA,CITY OF KENOSHA WARD 40,201,71,127,2018,governor
KENOSHA,CITY OF KENOSHA WARD 41,390,161,215,2018,governor
KENOSHA,CITY OF KENOSHA WARD 42,288,94,175,2018,governor
KENOSHA,CITY OF KENOSHA WARD 43,659,265,377,2018,governor
KENOSHA,CITY OF KENOSHA WARD 44,464,203,246,2018,governor
KENOSHA,CITY OF KENOSHA WARD 45,288,80,191,2018,governor
KENOSHA,CITY OF KENOSHA WARD 46,326,74,237,2018,governor
KENOSHA,CITY OF KENOSHA WARD 47,190,62,123,2018,governor
KENOSHA,CITY OF KENOSHA WARD 48,242,56,178,2018,governor
KENOSHA,CITY OF KENOSHA WARD 49,303,79,217,2018,governor
KENOSHA,CITY OF KENOSHA WARD 50,385,104,267,2018,governor
KENOSHA,CITY OF KENOSHA WARD 51,313,107,194,2018,governor
KENOSHA,CITY OF KENOSHA WARD 52,582,172,376,2018,governor
KENOSHA,CITY OF KENOSHA WARD 53,232,112,114,2018,governor
KENOSHA,CITY OF KENOSHA WARD 54,710,310,381,2018,governor
KENOSHA,CITY OF KENOSHA WARD 55,323,125,191,2018,governor
KENOSHA,CITY OF KENOSHA WARD 56,443,162,266,2018,governor
KENOSHA,CITY OF KENOSHA WARD 57,660,249,388,2018,governor
KENOSHA,CITY OF KENOSHA WARD 58,46,14,31,2018,governor
KENOSHA,CITY OF KENOSHA WARD 59,860,366,467,2018,governor
KENOSHA,CITY OF KENOSHA WARD 60,697,279,394,2018,governor
KENOSHA,CITY OF KENOSHA WARD 61,348,149,190,2018,governor
KENOSHA,CITY OF KENOSHA WARD 62,721,287,405,2018,governor
KENOSHA,CITY OF KENOSHA WARD 63,450,169,272,2018,governor
KENOSHA,CITY OF KENOSHA WARD 64,598,272,319,2018,governor
KENOSHA,CITY OF KENOSHA WARD 65,28,10,17,2018,governor
KENOSHA,CITY OF KENOSHA WARD 66,1085,469,582,2018,governor
KENOSHA,CITY OF KENOSHA WARD 67,674,263,391,2018,governor
KENOSHA,CITY OF KENOSHA WARD 68,307,147,151,2018,governor
KENOSHA,CITY OF KENOSHA WARD 69,65,28,36,2018,governor
KENOSHA,CITY OF KENOSHA WARD 70,13,3,10,2018,governor
KENOSHA,CITY OF KENOSHA WARD 71,261,88,170,2018,governor
KENOSHA,CITY OF KENOSHA WARD 72,601,292,290,2018,governor
KENOSHA,CITY OF KENOSHA WARD 73,524,237,276,2018,governor
KENOSHA,CITY OF KENOSHA WARD 74,0,0,0,2018,governor
KENOSHA,CITY OF KENOSHA WARD 75,487,258,217,2018,governor
KENOSHA,CITY OF KENOSHA WARD 76,438,245,176,2018,governor
KENOSHA,CITY OF KENOSHA WARD 77,716,351,349,2018,governor
KENOSHA,CITY OF KENOSHA WARD 78,630,290,329,2018,governor
KENOSHA,CITY OF KENOSHA WARD 79,723,336,371,2018,governor
KENOSHA,CITY OF KENOSHA WARD 80,155,38,111,2018,governor
KENOSHA,CITY OF KENOSHA WARD 81,271,83,178,2018,governor
KENOSHA,CITY OF KENOSHA WARD 82,150,43,99,2018,governor
KENOSHA,CITY OF KENOSHA WARD 83,0,0,0,2018,governor
KENOSHA,CITY OF KENOSHA WARD 84,246,92,152,2018,governor
KENOSHA,CITY OF KENOSHA WARD 85,35,12,22,2018,governor
KENOSHA,CITY OF KENOSHA WARD 86,176,61,109,2018,governor
KENOSHA,CITY OF KENOSHA WARD 87,395,191,197,2018,governor
KENOSHA,CITY OF KENOSHA WARD 88,0,0,0,2018,governor
KENOSHA,CITY OF KENOSHA WARD 89,0,0,0,2018,governor
KENOSHA,CITY OF KENOSHA WARD 90,0,0,0,2018,governor
KENOSHA,CITY OF KENOSHA WARD 91,0,0,0,2018,governor
KENOSHA,CITY OF KENOSHA WARD 92,2,0,2,2018,governor
KENOSHA,CITY OF KENOSHA WARD 93,0,0,0,2018,governor
KENOSHA,CITY OF KENOSHA WARD 94,0,0,0,2018,governor
KENOSHA,CITY OF KENOSHA WARD 95,0,0,0,2018,governor
KENOSHA,CITY OF KENOSHA WARD 96,0,0,0,2018,governor
KENOSHA,CITY OF KENOSHA WARD 97,0,0,0,2018,governor
KENOSHA,CITY OF KENOSHA WARD 98,0,0,0,2018,governor
KENOSHA,CITY OF KENOSHA WARD 99,0,0,0,2018,governor
KENOSHA,CITY OF KENOSHA WARD 100,0,0,0,2018,governor
KENOSHA,CITY OF KENOSHA WARD 101,3,3,0,2018,governor
KEWAUNEE,TOWN OF AHNAPEE WARD 1,425,244,176,2018,governor
KEWAUNEE,TOWN OF CARLTON WARDS 1-2,524,354,163,2018,governor
KEWAUNEE,TOWN OF CASCO WARDS 1-3,564,381,176,2018,governor
KEWAUNEE,TOWN OF FRANKLIN WARD 1,500,297,198,2018,governor
KEWAUNEE,TOWN OF LINCOLN WARD 1,443,260,180,2018,governor
KEWAUNEE,TOWN OF LUXEMBURG WARDS 1-3,773,562,203,2018,governor
KEWAUNEE,TOWN OF MONTPELIER WARDS 1-3,721,492,218,2018,governor
KEWAUNEE,TOWN OF PIERCE WARDS 1-2,417,231,182,2018,governor
KEWAUNEE,TOWN OF RED RIVER WARDS 1-3,697,466,223,2018,governor
KEWAUNEE,TOWN OF WEST KEWAUNEE WARDS 1-2,630,424,199,2018,governor
KEWAUNEE,VILLAGE OF CASCO WARD 1,235,159,72,2018,governor
KEWAUNEE,VILLAGE OF LUXEMBURG WARDS 1-5,1055,656,383,2018,governor
KEWAUNEE,CITY OF ALGOMA WARDS 1-6,1319,627,661,2018,governor
KEWAUNEE,CITY OF KEWAUNEE WARDS 1-5,1196,639,538,2018,governor
LA CROSSE,TOWN OF BANGOR WARD 1,292,177,107,2018,governor
LA CROSSE,TOWN OF BARRE WARDS 1-2,660,418,226,2018,governor
LA CROSSE,TOWN OF BURNS WARD 1,449,251,190,2018,governor
LA CROSSE,TOWN OF CAMPBELL WARDS 1-6,2209,959,1195,2018,governor
LA CROSSE,TOWN OF FARMINGTON WARDS 1-2,960,520,412,2018,governor
LA CROSSE,TOWN OF GREENFIELD WARDS 1-2,1106,561,525,2018,governor
LA CROSSE,TOWN OF HAMILTON WARDS 1-5,1226,686,518,2018,governor
LA CROSSE,TOWN OF HOLLAND WARDS 1-6,2239,1184,1014,2018,governor
LA CROSSE,TOWN OF MEDARY WARDS 1-2,945,436,487,2018,governor
LA CROSSE,TOWN OF ONALASKA WARDS 1-8,3012,1540,1406,2018,governor
LA CROSSE,TOWN OF SHELBY WARDS 1-4,1659,784,836,2018,governor
LA CROSSE,TOWN OF SHELBY WARDS 5-6,1142,447,673,2018,governor
LA CROSSE,TOWN OF WASHINGTON WARD 1,279,135,139,2018,governor
LA CROSSE,VILLAGE OF BANGOR WARDS 1-2,643,303,325,2018,governor
LA CROSSE,VILLAGE OF HOLMEN WARDS 1-12,4242,1944,2197,2018,governor
LA CROSSE,VILLAGE OF ROCKLAND WARD 1,275,141,125,2018,governor
LA CROSSE,VILLAGE OF WEST SALEM WARDS 1-8,2415,1173,1176,2018,governor
LA CROSSE,CITY OF LA CROSSE WARD 1,1431,562,822,2018,governor
LA CROSSE,CITY OF LA CROSSE WARD 2,351,109,226,2018,governor
LA CROSSE,CITY OF LA CROSSE WARD 3,823,300,490,2018,governor
LA CROSSE,CITY OF LA CROSSE WARD 4,323,82,230,2018,governor
LA CROSSE,CITY OF LA CROSSE WARD 5,604,176,398,2018,governor
LA CROSSE,CITY OF LA CROSSE WARD 6,1172,320,813,2018,governor
LA CROSSE,CITY OF LA CROSSE WARD 7,1470,407,1019,2018,governor
LA CROSSE,CITY OF LA CROSSE WARD 8,1771,564,1147,2018,governor
LA CROSSE,CITY OF LA CROSSE WARD 9,1973,525,1394,2018,governor
LA CROSSE,CITY OF LA CROSSE WARD 10,444,112,318,2018,governor
LA CROSSE,CITY OF LA CROSSE WARD 11,449,142,291,2018,governor
LA CROSSE,CITY OF LA CROSSE WARD 12,504,133,357,2018,governor
LA CROSSE,CITY OF LA CROSSE WARD 13,399,105,280,2018,governor
LA CROSSE,CITY OF LA CROSSE WARD 14,575,147,406,2018,governor
LA CROSSE,CITY OF LA CROSSE WARD 15,434,104,321,2018,governor
LA CROSSE,CITY OF LA CROSSE WARD 16,846,254,563,2018,governor
LA CROSSE,CITY OF LA CROSSE WARD 17,316,81,225,2018,governor
LA CROSSE,CITY OF LA CROSSE WARD 18,388,119,257,2018,governor
LA CROSSE,CITY OF LA CROSSE WARD 19,430,105,308,2018,governor
LA CROSSE,CITY OF LA CROSSE WARD 20,715,201,493,2018,governor
LA CROSSE,CITY OF LA CROSSE WARD 21,1800,605,1167,2018,governor
LA CROSSE,CITY OF LA CROSSE WARD 22,1087,333,715,2018,governor
LA CROSSE,CITY OF LA CROSSE WARD 23,408,121,269,2018,governor
LA CROSSE,CITY OF LA CROSSE WARD 24,988,318,647,2018,governor
LA CROSSE,CITY OF LA CROSSE WARD 25,726,273,435,2018,governor
LA CROSSE,CITY OF LA CROSSE WARD 26,1219,426,759,2018,governor
LA CROSSE,CITY OF LA CROSSE WARD 27,674,225,426,2018,governor
LA CROSSE,CITY OF LA CROSSE WARD 28,535,200,322,2018,governor
LA CROSSE,CITY OF LA CROSSE WARD 29,1472,562,884,2018,governor
LA CROSSE,CITY OF LA CROSSE WARD 30,0,0,0,2018,governor
LA CROSSE,CITY OF LA CROSSE WARD 31,0,0,0,2018,governor
LA CROSSE,CITY OF LA CROSSE WARD 32,0,0,0,2018,governor
LA CROSSE,CITY OF LA CROSSE WARD 33,0,0,0,2018,governor
LA CROSSE,CITY OF LA CROSSE WARD 34,0,0,0,2018,governor
LA CROSSE,CITY OF LA CROSSE WARD 35,0,0,0,2018,governor
LA CROSSE,CITY OF ONALASKA WARDS 1-4,3131,1477,1596,2018,governor
LA CROSSE,CITY OF ONALASKA WARDS 5-8,2716,1182,1475,2018,governor
LA CROSSE,CITY OF ONALASKA WARDS 9-12,3154,1608,1499,2018,governor
LAFAYETTE,TOWN OF ARGYLE WARDS 1-3,206,99,106,2018,governor
LAFAYETTE,TOWN OF BELMONT WARDS 1-2,275,155,117,2018,governor
LAFAYETTE,TOWN OF BENTON WARDS 1-2,203,122,77,2018,governor
LAFAYETTE,TOWN OF BLANCHARD WARD 1,154,61,91,2018,governor
LAFAYETTE,TOWN OF DARLINGTON WARDS 1-3,413,250,160,2018,governor
LAFAYETTE,TOWN OF ELK GROVE WARDS 1-2,183,118,61,2018,governor
LAFAYETTE,TOWN OF FAYETTE WARDS 1-2,161,105,54,2018,governor
LAFAYETTE,TOWN OF GRATIOT WARD 1,240,152,81,2018,governor
LAFAYETTE,TOWN OF KENDALL WARD 1,164,99,63,2018,governor
LAFAYETTE,TOWN OF LAMONT WARDS 1-2,135,70,65,2018,governor
LAFAYETTE,TOWN OF MONTICELLO WARD 1,55,44,8,2018,governor
LAFAYETTE,TOWN OF NEW DIGGINGS WARD 1,196,107,88,2018,governor
LAFAYETTE,TOWN OF SEYMOUR WARDS 1-2,139,88,51,2018,governor
LAFAYETTE,TOWN OF SHULLSBURG WARD 1,142,79,60,2018,governor
LAFAYETTE,TOWN OF WAYNE WARD 1,183,129,52,2018,governor
LAFAYETTE,TOWN OF WHITE OAK SPRINGS WARD 1,52,34,18,2018,governor
LAFAYETTE,TOWN OF WILLOW SPRINGS WARD 1,318,184,127,2018,governor
LAFAYETTE,TOWN OF WIOTA WARD 1,392,202,178,2018,governor
LAFAYETTE,VILLAGE OF ARGYLE WARD 1,308,123,180,2018,governor
LAFAYETTE,VILLAGE OF BELMONT WARD 1,397,201,193,2018,governor
LAFAYETTE,VILLAGE OF BENTON WARD 1,361,146,210,2018,governor
