block_2000,ward_2002,pop_2000
550790211001021,Milwaukee - C 225,83
550790212001009,Milwaukee - C 225,54
550790212001007,Milwaukee - C 225,47
550790212001012,Milwaukee - C 225,190
550790210002001,Milwaukee - C 234,177
550790210002004,Milwaukee - C 224,137
550790210001004,Milwaukee - C 234,154
550790207004007,Milwaukee - C 256,64
550791503021003,Franklin - C 24,0
550790602003020,Glendale - C 2,79
550791402011011,Greendale - V 9,41
550791402012003,Greendale - V 3,0
550791201002035,Greenfield - C 12,32
550791201002014,Greenfield - C 11,121
550791302001016,Hales Corners - V 6,30
550791503011001,Hales Corners - V 8,1
550791301001004,Hales Corners - V 3,20
550791301003001,Hales Corners - V 7,432
550791301003008,Hales Corners - V 6,39
550790002023001,Milwaukee - C 264,0
550790105002001,Milwaukee - C 110,65
550790096001001,Milwaukee - C 301,138
550790096001010,Milwaukee - C 306,103
550790097002003,Milwaukee - C 300,121
550790097002007,Milwaukee - C 308,52
550790162002003,Milwaukee - C 134,6
550790162002004,Milwaukee - C 134,99
550790162001003,Milwaukee - C 134,103
550790007001007,Milwaukee - C 148,67
550790003042012,Milwaukee - C 155,129
550790006004011,Milwaukee - C 154,54
550790006004014,Milwaukee - C 154,60
550790026001011,Milwaukee - C 15,61
550790024002011,Milwaukee - C 15,117
550790026002012,Milwaukee - C 15,101
550790024003018,Milwaukee - C 4,49
550790024002013,Milwaukee - C 14,0
550790024002005,Milwaukee - C 14,97
550790020002013,Milwaukee - C 162,104
550790025003000,Milwaukee - C 5,123
550790025001003,Milwaukee - C 5,108
550790004002017,Milwaukee - C 77,0
550790005012019,Milwaukee - C 76,19
550790060002003,Milwaukee - C 303,168
550790060001003,Milwaukee - C 128,139
550790093001006,Milwaukee - C 275,128
550790089003003,Milwaukee - C 131,168
550790062004001,Milwaukee - C 130,101
550790089002003,Milwaukee - C 131,162
550790098001002,Milwaukee - C 131,126
550790089002000,Milwaukee - C 131,0
550790098001001,Milwaukee - C 131,135
550790090002001,Milwaukee - C 301,94
550790090003011,Milwaukee - C 301,63
550790098001003,Milwaukee - C 181,35
550790098002008,Milwaukee - C 300,80
550790098002011,Milwaukee - C 181,0
550790089001019,Milwaukee - C 181,0
550790064003001,Milwaukee - C 180,134
550790066004004,Milwaukee - C 178,25
550790088003004,Milwaukee - C 299,73
550790099001001,Milwaukee - C 299,100
550790087002003,Milwaukee - C 179,122
550790088004001,Milwaukee - C 179,0
550790101001006,Milwaukee - C 298,169
550790023002007,Milwaukee - C 11,75
550790023001009,Milwaukee - C 1,0
550790023001010,Milwaukee - C 1,0
550790046003006,Milwaukee - C 166,80
550790046003007,Milwaukee - C 166,100
550790046002005,Milwaukee - C 166,0
550790046001004,Milwaukee - C 165,50
550790045003007,Milwaukee - C 164,143
550790002023023,Milwaukee - C 266,4
550790003012007,Milwaukee - C 273,56
550790212001017,Milwaukee - C 225,183
550790154001000,Milwaukee - C 57,0
550790114001019,Milwaukee - C 55,0
550790196003001,Milwaukee - C 190,516
550790192004001,Milwaukee - C 187,106
550790218001002,Milwaukee - C 231,133
550790207003002,Milwaukee - C 255,79
550790034004006,Milwaukee - C 88,4
550790129001005,Milwaukee - C 283,15
550790153001029,Milwaukee - C 56,0
550790208001007,Milwaukee - C 253,88
550790208002010,Milwaukee - C 253,0
550791205011008,Greenfield - C 20,77
550791201002027,Greenfield - C 11,66
550791301003011,Hales Corners - V 9,0
550791301003013,Hales Corners - V 9,7
550791301001008,Hales Corners - V 3,25
550791301002003,Hales Corners - V 1,36
550790128002012,Milwaukee - C 286,0
550790133002012,Milwaukee - C 281,1
550790133001009,Milwaukee - C 281,83
550790133001006,Milwaukee - C 281,0
550790097002009,Milwaukee - C 308,88
550790122004006,Milwaukee - C 69,141
550790122002005,Milwaukee - C 69,58
550790136001001,Milwaukee - C 70,532
550790030002005,Milwaukee - C 10,94
550790031003001,Milwaukee - C 29,0
550790031001004,Milwaukee - C 113,0
550790031004012,Milwaukee - C 29,97
550790031004003,Milwaukee - C 29,36
550790156002012,Milwaukee - C 203,59
550790165002007,Milwaukee - C 209,310
550790165002004,Milwaukee - C 201,90
550790167002001,Milwaukee - C 210,137
550790176001000,Milwaukee - C 213,264
550790013001003,Milwaukee - C 21,0
550790059004008,Milwaukee - C 126,89
550790023001000,Milwaukee - C 1,0
550790177001004,Milwaukee - C 235,135
550790007001011,Milwaukee - C 148,85
550790008002008,Milwaukee - C 153,197
550790008001002,Milwaukee - C 151,55
550790008002011,Milwaukee - C 152,133
550790009001008,Milwaukee - C 147,48
550790008001008,Milwaukee - C 152,20
550790009001018,Milwaukee - C 147,140
550790009002012,Milwaukee - C 150,34
550790011001007,Milwaukee - C 151,0
550790020002005,Milwaukee - C 163,0
550790020002004,Milwaukee - C 163,0
550790012001008,Milwaukee - C 159,82
550790025003010,Milwaukee - C 6,36
550790026001009,Milwaukee - C 15,83
550790026002004,Milwaukee - C 15,98
550790026002005,Milwaukee - C 15,57
550790042004007,Milwaukee - C 14,0
550790041001006,Milwaukee - C 115,79
550790047004006,Milwaukee - C 169,2
550790092002005,Milwaukee - C 275,101
550790092002002,Milwaukee - C 305,101
550790049002013,Milwaukee - C 123,78
550790049001010,Milwaukee - C 122,133
550790048001021,Milwaukee - C 171,0
550790049001013,Milwaukee - C 122,123
550790098002009,Milwaukee - C 300,107
550790099003005,Milwaukee - C 300,252
550790065004005,Milwaukee - C 174,150
550790116001003,Milwaukee - C 112,29
550790146001007,Milwaukee - C 313,74
550790146002002,Milwaukee - C 61,182
550790150001000,Milwaukee - C 60,30
550790145001012,Milwaukee - C 61,788
550790088004000,Milwaukee - C 179,63
550790099001005,Milwaukee - C 299,36
550790099002005,Milwaukee - C 299,0
550790056002013,Milwaukee - C 94,49
550790056002021,Milwaukee - C 94,10
550790056002009,Milwaukee - C 94,24
550790056001023,Milwaukee - C 94,20
550790053001006,Milwaukee - C 89,89
550790056001006,Milwaukee - C 94,59
550790057001004,Milwaukee - C 93,62
550790053002008,Milwaukee - C 90,49
550790052001014,Milwaukee - C 89,49
550790057001010,Milwaukee - C 93,69
550790057001009,Milwaukee - C 93,59
550790129002012,Milwaukee - C 284,0
550790129001011,Milwaukee - C 288,77
550790129001019,Milwaukee - C 288,76
550790129001016,Milwaukee - C 289,66
550790217003011,Milwaukee - C 231,72
550790217001003,Milwaukee - C 229,68
550790215002001,Milwaukee - C 230,39
550790215002010,Milwaukee - C 230,37
550790217003007,Milwaukee - C 231,70
550790208002009,Milwaukee - C 253,85
550791205011006,Greenfield - C 20,36
550791205011000,Greenfield - C 20,124
550791205012012,Greenfield - C 20,57
550791205012004,Greenfield - C 20,118
550791205023003,Greenfield - C 19,786
550790125002011,Milwaukee - C 280,77
550790125002000,Milwaukee - C 280,0
550790097002011,Milwaukee - C 308,0
550790097002012,Milwaukee - C 308,0
550790097001004,Milwaukee - C 308,70
550790166001006,Milwaukee - C 210,0
550790165003010,Milwaukee - C 202,0
550790165003011,Milwaukee - C 202,52
550790026003008,Milwaukee - C 15,26
550790026003005,Milwaukee - C 15,69
550790040003009,Milwaukee - C 116,84
550790041003013,Milwaukee - C 115,98
550790038002004,Milwaukee - C 117,85
550790038003008,Milwaukee - C 117,34
550790038003007,Milwaukee - C 117,0
550790038001009,Milwaukee - C 117,8
550790038001001,Milwaukee - C 117,87
550790041003008,Milwaukee - C 115,69
550790039003002,Milwaukee - C 170,150
550790041003009,Milwaukee - C 115,85
550790041002002,Milwaukee - C 115,55
550790041002004,Milwaukee - C 115,5
550790039003010,Milwaukee - C 171,94
550790039002002,Milwaukee - C 170,90
550790050004000,Milwaukee - C 120,118
550790163004005,Milwaukee - C 133,67
550790173003002,Milwaukee - C 137,203
550790169003007,Milwaukee - C 137,28
550790158003001,Milwaukee - C 206,137
550790163001001,Milwaukee - C 207,259
550790163001004,Milwaukee - C 207,16
550790163001005,Milwaukee - C 207,44
550790169001005,Milwaukee - C 136,2
550790151001000,Milwaukee - C 62,0
550790099003006,Milwaukee - C 300,162
550790100002005,Milwaukee - C 299,0
550790099002011,Milwaukee - C 299,86
550790154001998,Milwaukee - C 57,0
550790154001046,Milwaukee - C 202,0
550790602002017,Glendale - C 7,0
550790601002014,Glendale - C 3,32
550790602002023,Glendale - C 1,23
550790602002992,Glendale - C 1,0
550790096002016,Milwaukee - C 306,0
550790096002999,Milwaukee - C 306,0
550790133002004,Milwaukee - C 281,141
550790001004002,Milwaukee - C 265,647
550790007003001,Milwaukee - C 149,627
550790006005002,Milwaukee - C 153,93
550790007003006,Milwaukee - C 148,3
550790058003014,Milwaukee - C 37,86
550790058001004,Milwaukee - C 37,59
550790059001009,Milwaukee - C 125,57
550790050002004,Milwaukee - C 125,136
550790166002009,Milwaukee - C 202,173
550790154001994,Milwaukee - C 235,0
550790154001051,Milwaukee - C 202,0
550790804003999,Shorewood - V 1,0
550790013004000,Milwaukee - C 21,94
550790169002006,Milwaukee - C 136,211
550790169003009,Milwaukee - C 136,229
550790117001000,Milwaukee - C 314,28
550790048001010,Milwaukee - C 171,85
550790048001011,Milwaukee - C 171,0
550790039002007,Milwaukee - C 171,107
550790048002011,Milwaukee - C 172,4
550790043006005,Milwaukee - C 12,47
550790087002001,Milwaukee - C 179,115
550790100001001,Milwaukee - C 299,141
550790086001004,Milwaukee - C 179,48
550790157003000,Milwaukee - C 203,4
550790154001005,Milwaukee - C 57,0
550790154001993,Milwaukee - C 57,0
550790217002019,Milwaukee - C 232,41
550790001003021,Milwaukee - C 155,39
550790001004004,Milwaukee - C 265,42
550791601002042,Oak Creek - C 5,0
550790217005023,Milwaukee - C 232,0
550790602001027,Glendale - C 1,0
550790601002016,Glendale - C 8,32
550791201002002,Greenfield - C 10,2
550791204001003,Greenfield - C 4,58
550791204001001,Greenfield - C 4,28
550790124002000,Milwaukee - C 278,0
550790124001009,Milwaukee - C 279,113
550790124001011,Milwaukee - C 279,68
550790096001008,Milwaukee - C 306,61
550790122001003,Milwaukee - C 68,53
550790097001010,Milwaukee - C 308,114
550790097001006,Milwaukee - C 308,38
550790122004003,Milwaukee - C 68,79
550790122003002,Milwaukee - C 68,74
550790122004001,Milwaukee - C 68,74
550790123001023,Milwaukee - C 307,0
550790035001001,Milwaukee - C 33,102
550790031002012,Milwaukee - C 32,0
550790013002001,Milwaukee - C 20,134
550790051002003,Milwaukee - C 121,896
550790134001007,Milwaukee - C 72,126
550790140001002,Milwaukee - C 314,64
550790141001007,Milwaukee - C 61,0
550790012001010,Milwaukee - C 159,135
550790018001001,Milwaukee - C 23,0
550790018001000,Milwaukee - C 22,288
550790018001003,Milwaukee - C 22,170
550790018002005,Milwaukee - C 23,119
550790019001005,Milwaukee - C 159,82
550790041001014,Milwaukee - C 14,37
550790039002001,Milwaukee - C 170,96
550790039002009,Milwaukee - C 171,50
550790047003008,Milwaukee - C 169,107
550790047004002,Milwaukee - C 169,149
550790043006000,Milwaukee - C 13,81
550790043005002,Milwaukee - C 11,3
550790043001002,Milwaukee - C 11,229
550790042003002,Milwaukee - C 12,196
550790157003004,Milwaukee - C 203,92
550790164003000,Milwaukee - C 205,147
550790168002006,Milwaukee - C 212,12
550790154001010,Milwaukee - C 57,0
550790154001055,Milwaukee - C 57,0
550790202001001,Milwaukee - C 218,99
550790214002009,Milwaukee - C 226,1090
550790187003006,Milwaukee - C 143,60
550790187003007,Milwaukee - C 143,97
550790002023011,Milwaukee - C 266,14
550790211001010,Milwaukee - C 223,36
550790217004000,Milwaukee - C 232,0
550790217004009,Milwaukee - C 232,0
550790217004010,Milwaukee - C 232,76
550790602005011,Glendale - C 6,0
550790401001035,River Hills - V 1,49
550790200002012,Milwaukee - C 220,146
550790096002008,Milwaukee - C 306,30
550790125001017,Milwaukee - C 281,0
550790066002007,Milwaukee - C 177,0
550790136002002,Milwaukee - C 70,45
550790133001000,Milwaukee - C 281,0
550790036002002,Milwaukee - C 33,81
550790036002001,Milwaukee - C 33,66
550790059002007,Milwaukee - C 125,0
550790134002000,Milwaukee - C 72,50
550790149002003,Milwaukee - C 72,280
550790149002008,Milwaukee - C 72,0
550790019002002,Milwaukee - C 8,144
550790029001003,Milwaukee - C 9,172
550790029001000,Milwaukee - C 7,96
550790028003006,Milwaukee - C 7,267
550790011001010,Milwaukee - C 156,0
550790011003000,Milwaukee - C 158,255
550790020003009,Milwaukee - C 163,78
550790028001001,Milwaukee - C 6,129
550790050003001,Milwaukee - C 120,94
550790050003011,Milwaukee - C 124,62
550790050003004,Milwaukee - C 120,19
550790050003003,Milwaukee - C 120,0
550790023003005,Milwaukee - C 3,76
550790047003002,Milwaukee - C 169,105
550790042002007,Milwaukee - C 18,200
550790075003000,Milwaukee - C 42,29
550790211001004,Milwaukee - C 223,0
550790211001012,Milwaukee - C 223,10
550790216002010,Milwaukee - C 230,70
550790216001015,Milwaukee - C 233,0
550790216001019,Milwaukee - C 233,142
550790217005010,Milwaukee - C 233,0
550790217005021,Milwaukee - C 232,96
550790178001001,Milwaukee - C 57,0
550790199001002,Milwaukee - C 199,107
550790192001001,Milwaukee - C 184,67
550790190001008,Milwaukee - C 183,9
550790190005004,Milwaukee - C 146,55
550790192001007,Milwaukee - C 184,95
550791503021018,Franklin - C 8,54
550791501002010,Franklin - C 9,51
550791504001041,Franklin - C 14,2
550791501001015,Franklin - C 12,31
550791502004024,Franklin - C 13,50
550791204002003,Greenfield - C 3,318
550791204002012,Greenfield - C 4,51
550791204003021,Greenfield - C 16,36
550791205021002,Greenfield - C 17,0
550791201001020,Greenfield - C 9,60
550791201002032,Greenfield - C 11,28
550791201001017,Greenfield - C 9,85
550791201002040,Greenfield - C 12,17
550790003032010,Milwaukee - C 271,35
550790003032005,Milwaukee - C 271,48
550790003032006,Milwaukee - C 271,46
550790005011000,Milwaukee - C 273,202
550790005011001,Milwaukee - C 273,2
550790005021002,Milwaukee - C 271,386
550790006003012,Milwaukee - C 269,198
550790003042013,Milwaukee - C 155,61
550790003042023,Milwaukee - C 266,0
550790127001017,Milwaukee - C 285,55
550790032003004,Milwaukee - C 31,96
550790011001019,Milwaukee - C 156,82
550790010003002,Milwaukee - C 158,275
550790001003002,Milwaukee - C 265,0
550790035001004,Milwaukee - C 33,0
550790051001013,Milwaukee - C 36,23
550790035001005,Milwaukee - C 33,51
550790051001001,Milwaukee - C 35,50
550790036002007,Milwaukee - C 33,66
550790036002004,Milwaukee - C 33,55
550790013004006,Milwaukee - C 21,59
550790013003004,Milwaukee - C 21,58
550790013003005,Milwaukee - C 21,76
550790059001001,Milwaukee - C 127,100
550790049002002,Milwaukee - C 119,52
550790060003001,Milwaukee - C 127,188
550790152001022,Milwaukee - C 60,0
550790047003004,Milwaukee - C 169,124
550790130002001,Milwaukee - C 289,155
550790109001003,Milwaukee - C 50,118
550790076002004,Milwaukee - C 42,17
550790075004000,Milwaukee - C 42,54
550790076002002,Milwaukee - C 42,204
550790172001008,Milwaukee - C 182,115
550790172002006,Milwaukee - C 182,154
550790173002002,Milwaukee - C 138,128
550790189001020,Milwaukee - C 182,127
550790189001027,Milwaukee - C 144,0
550790173001004,Milwaukee - C 138,140
550790173001006,Milwaukee - C 138,142
550790111002002,Milwaukee - C 54,117
550790206001012,Milwaukee - C 250,61
550790206002010,Milwaukee - C 250,46
550790181001001,Milwaukee - C 238,57
550790002021005,Milwaukee - C 263,44
550790194002005,Milwaukee - C 193,0
550790194002008,Milwaukee - C 192,158
550790902001018,Wauwatosa - C 22,28
550790198002005,Milwaukee - C 188,114
550791203001006,Milwaukee - C 200,0
550790199004013,Milwaukee - C 198,20
550790193004006,Milwaukee - C 186,40
550790193004007,Milwaukee - C 186,59
550790193004008,Milwaukee - C 186,60
550790193004009,Milwaukee - C 186,102
550790196003000,Milwaukee - C 190,69
550790196002007,Milwaukee - C 190,50
550790193003007,Milwaukee - C 186,70
550790193003000,Milwaukee - C 186,57
550790193003015,Milwaukee - C 187,0
550790192002000,Milwaukee - C 184,70
550790190003007,Milwaukee - C 146,60
550790190004009,Milwaukee - C 146,62
550790198001003,Milwaukee - C 189,68
550790192002009,Milwaukee - C 184,46
550790198001002,Milwaukee - C 189,59
550791603004025,Oak Creek - C 15,67
550791502001002,Franklin - C 16,3
550791501003017,Franklin - C 20,100
550791504001018,Franklin - C 21,63
550791503013010,Franklin - C 21,17
550791201001009,Greenfield - C 10,0
550791201003013,Greenfield - C 9,0
550791201003032,Greenfield - C 9,0
550791202011000,Greenfield - C 8,1033
550790066004011,Milwaukee - C 177,40
550790066002006,Milwaukee - C 177,82
550790068002001,Milwaukee - C 164,213
550790068001006,Milwaukee - C 99,160
550790005012015,Milwaukee - C 76,112
550790005022024,Milwaukee - C 272,204
550790005012018,Milwaukee - C 76,121
550790005012010,Milwaukee - C 77,67
550790001003014,Milwaukee - C 155,49
550790003041016,Milwaukee - C 267,35
550790010001007,Milwaukee - C 157,90
550790025001000,Milwaukee - C 5,0
550790021001002,Milwaukee - C 161,138
550790021001001,Milwaukee - C 161,0
550790031002013,Milwaukee - C 113,0
550790053002001,Milwaukee - C 92,48
550790016001002,Milwaukee - C 26,187
550790013004012,Milwaukee - C 21,11
550790017002000,Milwaukee - C 26,132
550790018003007,Milwaukee - C 23,35
550790030004007,Milwaukee - C 27,67
550790030004008,Milwaukee - C 27,45
550790013002004,Milwaukee - C 20,75
550790152001002,Milwaukee - C 60,120
550790152001999,Milwaukee - C 60,0
550790144001006,Milwaukee - C 58,0
550790144001018,Milwaukee - C 59,0
550790047003007,Milwaukee - C 169,96
550790043005006,Milwaukee - C 18,118
550790042002005,Milwaukee - C 18,19
550790043005005,Milwaukee - C 18,155
550790047001007,Milwaukee - C 168,59
550790046004006,Milwaukee - C 19,1
550790401001997,River Hills - V 2,0
550790401001025,River Hills - V 2,33
550790401001029,River Hills - V 1,68
550790401001033,River Hills - V 1,0
550790902001030,Wauwatosa - C 18,8
550790913001008,Wauwatosa - C 12,81
550790914001009,Wauwatosa - C 11,118
550790914001010,Wauwatosa - C 11,98
550790914001000,Wauwatosa - C 11,80
550790914001002,Wauwatosa - C 11,43
550790914001003,Wauwatosa - C 11,34
550790907002013,Wauwatosa - C 5,31
550790907003015,Wauwatosa - C 17,47
550790907001010,Wauwatosa - C 17,69
550790901003006,Wauwatosa - C 23,0
550790901003005,Wauwatosa - C 23,0
550790401001998,River Hills - V 2,0
